Sale_ID,Store_ID,Product_ID,Customer_ID,Staff_ID,Quantity,Unit_Price,Sale_Date,Sales_Channel,Customer_Name,Age,Gender,City,Purchase_Channel,Total_Purchases,Product_Name,Category,Color,Description,Size,Price,Acquisition_Cost,Recency,Frequency,Monetary,YearMonth
12478,3,599,810,217,41,592.89,2024-09-17 06:01:56,Online,Adriana Cunha,38,F,Valongo,Física,798.92,Consequuntur,Roupas,Cinzento,Ipsam possimus fugiat nam iste.,XS,55.38,13.46,22,19,365499.61,2024-09
12479,3,732,539,171,43,793.45,2016-04-15 18:23:19,Física,Ema de Martins,47,M,Porto de Mós,Física,416.46,Similique,Calçado,Laranja,Tempore ipsum repudiandae repellendus quidem aperiam explicabo.,39,20.78,17.23,86,23,674721.26,2016-04
12481,4,788,188,446,67,972.24,2020-06-03 14:48:33,Online,Renata-Érica Machado,25,M,Vila do Porto,Online,312.42,Numquam,Calçado,Cinzento,Corporis voluptate porro harum quibusdam.,45,49.98,20.04,38,13,380421.29000000004,2020-06
12482,4,823,735,293,26,473.16,2014-04-09 20:56:02,Online,Isabela Monteiro,69,M,São Brás de Alportel,Física,120.29,Totam,Calçado,Preto,Fugit nesciunt repellat sit labore aspernatur.,44,98.88,14.74,47,29,600188.1100000001,2014-04
12483,1,73,185,178,45,846.98,2020-10-19 20:57:58,Física,Denis Cardoso,68,F,Aljustrel,Online,921.7,Recusandae,Calçado,Azul,Voluptatem amet commodi ipsa accusantium iste.,39,20.68,16.81,16,13,338940.65,2020-10
12484,5,438,403,489,57,397.37,2022-07-20 15:29:08,Online,Yara do Esteves,38,F,Vila Nova de Cerveira,Física,507.65,Explicabo,Roupas,Rosa,At minus consequuntur.,XL,34.15,49.2,26,26,485972.67000000004,2022-07
12485,5,741,802,471,44,563.33,2016-05-03 07:04:53,Online,Yara Martins,43,M,Sertã,Física,964.06,Doloribus,Roupas,Cinzento,Voluptates amet suscipit aperiam sed.,XXL,73.54,25.72,68,22,676766.67,2016-05
12486,1,291,3,85,91,416.7,2020-03-26 02:50:41,Online,Matilde Baptista-Monteiro,42,M,Velas,Física,722.39,Repellat,Calçado,Cinzento,Labore nostrum mollitia molestiae cupiditate unde.,43,54.01,13.29,254,14,507333.18,2020-03
12487,2,137,330,184,47,520.76,2015-08-03 18:56:24,Online,Vicente Andrade,19,F,Moura,Física,562.07,Debitis,Roupas,Vermelho,Doloribus blanditiis cupiditate inventore numquam.,M,38.7,21.12,176,20,403255.46,2015-08
12488,2,166,533,293,26,970.4,2020-08-02 22:22:43,Online,Rafaela Amorim,55,F,Penamacor,Física,313.32,Asperiores,Calçado,Laranja,Sint molestiae occaecati.,36,93.45,30.74,284,17,340783.22,2020-08
12489,3,541,521,376,69,785.94,2020-04-24 08:20:27,Física,Anita Assunção,64,F,Fafe,Online,462.89,Quis,Calçado,Preto,Necessitatibus quibusdam illum recusandae iste expedita.,38,27.84,22.9,173,21,559814.54,2020-04
12490,3,660,14,123,17,849.68,2022-02-26 05:58:52,Física,Luana-Jéssica Carneiro,22,F,Reguengos de Monsaraz,Física,873.54,Ipsa,Roupas,Azul,Optio iusto rem voluptatum dolores ipsam.,XXL,71.13,46.27,119,22,654806.38,2022-02
12491,2,931,556,89,96,550.48,2019-01-23 13:52:10,Online,Bruna Lopes,41,F,Monchique,Online,774.24,Doloribus,Calçado,Verde,Dolorum amet atque earum aspernatur officiis.,45,76.95,40.21,18,25,710613.88,2019-01
12492,1,2,969,371,35,32.83,2018-04-13 18:18:18,Online,Manuel Mendes,20,F,Fafe,Física,292.11,Id,Calçado,Azul,Id ratione expedita labore explicabo asperiores voluptatem.,44,33.82,39.87,9,18,290792.23,2018-04
12493,4,760,169,145,95,265.38,2016-06-24 17:30:38,Online,Vítor Cardoso,52,M,Castro Marim,Física,476.25,Optio,Calçado,Preto,Itaque magnam excepturi.,44,20.87,26.78,600,21,428019.85,2016-06
12494,2,563,323,27,61,819.82,2020-07-10 08:18:41,Online,Luna Miranda,32,M,São João da Madeira,Física,463.87,Odio,Calçado,Branco,Tempore deserunt facilis voluptatem cupiditate sit repellendus.,39,59.9,38.29,55,17,431024.62,2020-07
12495,4,508,727,142,73,977.53,2014-10-16 14:20:14,Online,Valentim Fernandes,57,M,Sines,Física,707.13,Delectus,Roupas,Amarelo,Nulla dolores quasi eveniet quae ipsum odit mollitia.,M,51.03,15.05,92,17,509783.56,2014-10
12496,3,65,804,37,2,841.01,2019-07-29 01:33:06,Online,Sebastião Pires,21,F,Braga,Online,597.55,Culpa,Calçado,Amarelo,Ex cupiditate maxime earum voluptate nemo amet.,35,61.74,26.14,73,20,483136.56000000006,2019-07
12497,1,317,631,125,35,511.08,2023-12-27 17:48:20,Física,Sofia Neves,35,F,Celorico de Basto,Online,136.31,Impedit,Roupas,Verde,Minus est veniam unde incidunt.,L,36.19,13.62,370,17,293482.08,2023-12
12498,2,3,531,381,17,477.41,2014-08-18 17:19:10,Online,Iara Pinto,52,F,Redondo,Física,947.75,Aliquam,Roupas,Preto,Culpa inventore eum eum impedit quos.,XS,78.52,48.01,251,29,639673.43,2014-08
12499,4,117,658,419,6,783.04,2023-10-27 08:26:51,Online,Sara Lourenço,27,F,Carregal do Sal,Física,402.98,Libero,Roupas,Branco,Reprehenderit dolorum illum ducimus iste laborum quos corrupti.,XXL,65.89,16.78,83,23,445554.72,2023-10
12500,5,220,226,22,84,27.03,2020-04-25 04:42:14,Física,Sofia Pereira,26,F,Cadaval,Online,892.16,Exercitationem,Calçado,Amarelo,Ratione atque ea eveniet.,36,62.71,34.87,154,21,571405.85,2020-04
12501,2,410,297,237,89,525.41,2015-03-01 06:58:39,Online,Diego Antunes,61,M,Angra do Heroísmo,Online,508.34,Dignissimos,Roupas,Vermelho,Molestias recusandae quia aliquam rem maxime ad.,XS,45.94,25.92,487,26,750187.18,2015-03
12502,3,480,749,206,56,13.51,2019-05-23 10:14:12,Física,Soraia-Bárbara Paiva,39,F,Vila Real,Física,415.43,Tempora,Calçado,Laranja,Nesciunt labore commodi est nihil.,37,92.52,12.54,327,20,504134.50999999995,2019-05
12503,2,663,988,482,35,303.96,2018-01-12 01:00:35,Online,Maria Castro,59,M,Murtosa,Física,732.11,At,Roupas,Verde,Dicta dolorem rem qui totam doloremque harum voluptates.,S,90.33,48.76,29,30,717879.2000000001,2018-01
12504,1,27,705,138,86,270.39,2014-04-28 02:44:12,Física,Artur Freitas,32,F,Castro Verde,Online,905.59,Commodi,Calçado,Vermelho,Voluptate amet rerum quae neque perspiciatis.,35,98.15,43.41,418,15,481587.12,2014-04
12505,2,116,819,62,16,89.74,2024-05-01 19:45:02,Física,Carolina Tavares,30,M,Lajes das Flores,Física,965.53,Enim,Calçado,Cinzento,Eligendi sapiente ipsa.,36,62.54,32.09,26,24,436169.51999999996,2024-05
12506,3,595,177,51,79,531.47,2019-03-01 13:24:30,Física,Cristiano Cruz,40,M,Praia da Vitória,Online,485.77,Quisquam,Roupas,Branco,Hic quidem rerum animi rerum.,XXL,28.73,49.34,40,15,382433.9,2019-03
12507,5,48,186,58,45,557.16,2023-03-04 18:14:32,Física,Constança Borges,31,M,Braga,Física,785.01,Voluptatibus,Roupas,Preto,Aperiam adipisci saepe debitis recusandae.,XS,84.77,32.99,119,23,683102.99,2023-03
12508,2,958,573,419,1,947.35,2018-04-24 01:25:51,Física,Fabiana Gonçalves,24,M,Sobral de Monte Agraço,Online,274.44,Quidem,Calçado,Cinzento,Maiores provident natus amet eius excepturi.,42,55.82,38.63,140,19,393516.73,2018-04
12509,5,306,444,356,83,350.76,2020-05-20 20:46:27,Online,Francisca Cunha,39,M,Vila do Conde,Online,885.4,Eligendi,Calçado,Verde,Sequi est sint iste.,41,62.61,38.65,225,24,615618.84,2020-05
12510,4,619,894,93,87,659.0,2023-09-21 20:52:24,Física,Lorena Baptista,66,M,Odivelas,Online,678.49,Quasi,Roupas,Branco,Natus odit vel esse tempore deleniti ducimus.,XL,23.4,26.75,135,30,772813.88,2023-09
12511,3,659,628,173,24,966.17,2016-11-30 17:40:24,Online,Gustavo Neves,54,M,Santa Cruz da Graciosa,Online,775.06,Nulla,Calçado,Roxo,Voluptas pariatur est velit nulla harum pariatur laborum.,38,84.34,13.72,121,20,550162.27,2016-11
12512,1,287,945,174,35,162.08,2018-05-07 05:53:58,Online,Xavier Moreira,51,F,Lagos,Física,589.46,Totam,Roupas,Laranja,Quod dolorum voluptates quas illo.,L,61.67,38.62,241,16,319788.88,2018-05
12513,5,573,831,251,54,767.19,2015-01-19 16:32:36,Online,Andreia Nunes,42,M,Santa Cruz das Flores,Física,115.35,Placeat,Roupas,Branco,Recusandae consequuntur neque nostrum quibusdam.,XS,29.71,39.95,242,19,670669.69,2015-01
12514,3,28,492,97,24,778.8,2020-09-14 01:44:07,Online,Luísa Torres-Matos,47,M,Montalegre,Online,840.47,Dicta,Roupas,Rosa,Fuga enim quis praesentium nemo corrupti recusandae necessitatibus.,L,56.35,18.1,219,24,544567.9,2020-09
12515,3,199,698,248,40,36.48,2021-09-02 21:11:22,Física,Gil Valente,22,F,Loulé,Física,831.72,Eum,Calçado,Roxo,Eius sed fugit mollitia soluta.,41,52.06,48.01,107,23,433082.54000000004,2021-09
12516,1,474,777,46,53,766.97,2023-01-28 10:52:54,Física,Gil Freitas,44,M,Cascais,Física,436.51,Reiciendis,Roupas,Branco,Natus facere exercitationem architecto placeat.,L,37.65,25.36,236,21,477549.68,2023-01
12517,5,415,747,411,16,324.55,2022-01-19 05:58:19,Online,Dinis do Esteves,34,F,Oliveira do Hospital,Física,306.66,Nobis,Roupas,Cinzento,Accusantium magnam doloremque voluptatem provident quos.,M,96.26,29.4,58,21,607403.8,2022-01
12518,3,638,310,484,66,721.74,2015-08-12 01:25:05,Online,Rafael Martins,49,M,Sobral de Monte Agraço,Física,135.69,Beatae,Roupas,Azul,Consectetur cum alias a perferendis animi sint.,XS,78.83,13.86,321,14,394110.94,2015-08
12519,1,591,579,254,34,929.0,2016-07-20 16:30:36,Online,Manuel Gomes,45,M,Coruche,Online,431.9,Officiis,Calçado,Rosa,Impedit ipsum numquam in quia molestias vitae.,43,78.83,29.36,235,22,572320.9,2016-07
12520,2,508,833,36,8,758.55,2015-10-01 03:44:04,Online,Leonardo Marques,49,F,Idanha-a-Nova,Online,949.71,Delectus,Roupas,Amarelo,Nulla dolores quasi eveniet quae ipsum odit mollitia.,M,51.03,15.05,58,28,796804.87,2015-10
12521,3,32,178,362,67,177.7,2014-06-25 06:43:39,Online,Martim Pinho,18,M,Sines,Online,109.94,Ut,Calçado,Azul,Expedita iure perferendis voluptatibus illo laboriosam consectetur.,39,82.75,30.22,658,19,293006.03,2014-06
12522,4,1000,695,193,93,150.64,2023-03-19 12:34:58,Física,Bernardo Antunes,29,M,Cascais,Online,537.53,Repudiandae,Roupas,Laranja,Maiores dolor minus dolores laboriosam odit ipsum.,L,21.54,15.69,146,22,571561.92,2023-03
12523,2,806,458,234,8,599.13,2018-11-24 13:05:32,Online,Xavier da Ribeiro,24,M,Castro Marim,Física,902.56,Vero,Roupas,Cinzento,Doloribus et quam assumenda.,XS,90.86,45.08,45,28,753264.74,2018-11
12524,4,146,620,20,99,867.91,2016-12-08 10:24:04,Física,Mauro Miranda,61,M,Vila Real de Santo António,Física,194.91,Eum,Roupas,Amarelo,Ea tenetur alias soluta cumque quidem aliquam.,M,86.45,28.4,301,17,518043.34,2016-12
12525,4,387,124,394,37,458.03,2020-03-18 08:26:59,Física,Alícia-Maria Simões,22,M,Sabugal,Online,932.11,Nobis,Calçado,Rosa,Repudiandae eligendi et quod inventore saepe animi aliquam.,35,78.36,49.59,19,23,577891.4,2020-03
12526,4,452,276,388,33,891.84,2023-09-01 10:16:48,Física,Anita da Borges,65,F,Vieira do Minho,Online,593.55,Optio,Calçado,Cinzento,Nostrum sequi veniam sint quis iure commodi.,36,61.04,29.98,278,19,511105.28,2023-09
12527,5,849,848,328,72,137.44,2023-11-08 21:29:08,Física,Marcos Ferreira,60,M,Santa Maria da Feira,Física,201.41,Ipsam,Calçado,Rosa,Architecto nemo ipsa officia.,36,55.36,36.53,29,20,485813.94,2023-11
12528,1,618,292,59,98,57.95,2016-11-17 08:40:04,Física,Lúcia Freitas,62,F,Azambuja,Online,648.73,Consequatur,Roupas,Cinzento,Accusamus labore adipisci ab.,S,94.45,30.93,89,23,419789.77,2016-11
12529,1,146,906,263,57,796.66,2024-03-17 11:20:40,Online,Gonçalo de Pacheco,37,M,Olhão,Online,678.1,Eum,Roupas,Amarelo,Ea tenetur alias soluta cumque quidem aliquam.,M,86.45,28.4,3,23,433370.45,2024-03
12530,3,924,91,29,16,96.69,2017-02-15 21:50:07,Online,Emma Azevedo,29,F,Funchal,Física,760.8,Fugit,Calçado,Cinzento,Consectetur nostrum ipsa repellendus voluptate error.,35,76.3,46.27,494,21,569697.99,2017-02
12531,4,541,63,55,95,806.38,2018-01-23 13:16:12,Física,Erika do Borges,20,F,Vila Franca do Campo,Online,812.69,Quis,Calçado,Preto,Necessitatibus quibusdam illum recusandae iste expedita.,38,27.84,22.9,8,23,491291.98000000004,2018-01
12532,3,833,109,448,64,476.38,2019-09-15 20:25:42,Online,Nelson Amorim,38,M,Barcelos,Online,297.09,Quia,Calçado,Verde,Illum quis provident ducimus.,43,95.62,31.7,335,14,372407.67,2019-09
12533,3,333,334,164,34,812.32,2018-03-05 09:14:37,Física,Rafaela-Íris Carvalho,21,F,Faro,Online,969.94,Reiciendis,Calçado,Preto,Totam beatae consequuntur nisi ducimus tempore beatae soluta.,37,26.51,24.11,205,11,337572.97,2018-03
12534,1,747,441,119,65,73.95,2015-02-16 12:16:49,Online,Alícia Macedo,59,M,Melgaço,Online,274.56,Quis,Calçado,Laranja,Reprehenderit pariatur rem eum dicta ut perspiciatis.,39,58.81,29.41,254,23,715561.27,2015-02
12535,2,739,335,483,6,850.51,2014-01-04 01:47:39,Online,Leonardo Macedo,33,F,Castro Marim,Física,298.7,Laborum,Roupas,Branco,Ipsum error odio sed sed cumque.,XL,88.51,17.55,222,21,648439.94,2014-01
12536,1,723,25,67,73,454.3,2017-05-11 22:48:15,Física,Jéssica Cunha,25,F,Alenquer,Online,815.09,Libero,Roupas,Vermelho,Placeat earum ea adipisci quam debitis perspiciatis.,XL,35.27,33.2,162,19,438907.38,2017-05
12537,3,782,641,470,29,423.87,2022-09-04 14:03:24,Física,Joana da Moreira,27,F,Vila Verde,Física,324.35,Provident,Roupas,Branco,Alias cupiditate suscipit sed tempore.,S,32.59,31.37,69,23,572646.03,2022-09
12538,4,340,378,121,59,512.62,2021-10-19 03:55:27,Online,Filipa Valente,66,F,Loures,Online,631.5,Debitis,Roupas,Amarelo,Est exercitationem iste placeat aliquid.,M,40.68,35.26,189,20,327844.99,2021-10
12539,5,207,572,89,5,471.62,2017-11-13 07:25:41,Online,Núria Amaral,20,F,Vagos,Física,488.06,Dolorum,Calçado,Verde,Iusto minus natus reprehenderit numquam facere nemo.,39,58.58,25.32,571,19,414568.18,2017-11
12540,2,878,570,11,85,915.54,2024-05-04 18:37:34,Online,Lisandro Melo,35,F,Bombarral,Online,983.78,Dolorem,Calçado,Preto,Nulla nihil velit nulla mollitia.,40,72.04,10.14,34,21,610666.54,2024-05
12541,5,927,444,79,70,622.86,2023-09-26 18:47:42,Online,Francisca Cunha,39,M,Vila do Conde,Online,885.4,Voluptate,Calçado,Amarelo,Accusantium nobis sint repudiandae.,37,25.3,32.64,225,24,615618.84,2023-09
12542,5,96,1,385,98,680.27,2015-06-20 11:54:50,Online,Álvaro Andrade,18,F,Alcobaça,Online,739.81,Quo,Calçado,Preto,Numquam ipsa cupiditate qui quam.,39,64.42,33.94,155,20,550459.1,2015-06
12543,3,855,715,44,37,551.25,2015-04-29 17:44:33,Física,Fernando Loureiro-Brito,29,M,Oliveira do Hospital,Online,587.6,Accusantium,Roupas,Rosa,Maiores ducimus eligendi quibusdam.,S,33.7,17.65,230,22,596090.67,2015-04
12544,4,863,319,417,58,195.51,2015-08-29 16:49:30,Online,António Castro-Sá,54,F,Mértola,Online,522.45,Quae,Roupas,Roxo,Iure iste aliquam assumenda perspiciatis possimus ut.,XS,45.0,46.72,74,17,459203.82,2015-08
12545,5,387,625,161,49,116.01,2018-06-18 20:04:39,Online,Sofia do Paiva,52,F,Santa Cruz das Flores,Física,963.4,Nobis,Calçado,Rosa,Repudiandae eligendi et quod inventore saepe animi aliquam.,35,78.36,49.59,104,22,591621.02,2018-06
12546,3,250,794,273,59,894.43,2021-03-18 00:28:24,Física,Débora-Francisca Pereira,31,F,Coruche,Física,842.05,Eaque,Calçado,Cinzento,Adipisci doloribus unde doloremque debitis culpa molestias ut.,44,32.19,46.28,663,20,685363.33,2021-03
12547,4,614,443,412,79,813.21,2014-08-13 10:16:34,Online,Sara do Cardoso,40,F,Sousel,Física,594.67,Fugiat,Roupas,Preto,Animi recusandae libero nemo incidunt occaecati vel.,XS,20.73,33.46,117,20,699581.16,2014-08
12548,4,20,847,326,59,92.38,2015-04-03 11:23:53,Física,Bruna Borges,55,M,Guimarães,Física,496.27,Nostrum,Roupas,Amarelo,Atque veritatis recusandae provident sunt.,M,25.14,39.42,28,14,419264.33,2015-04
12549,4,2,947,335,35,598.27,2017-04-21 03:07:12,Física,Leandro de Lourenço,70,F,São Brás de Alportel,Online,269.55,Id,Calçado,Azul,Id ratione expedita labore explicabo asperiores voluptatem.,44,33.82,39.87,190,19,515126.02,2017-04
12550,2,543,839,302,54,946.48,2015-04-07 19:15:41,Online,Diana Torres,36,F,Montemor-o-Novo,Online,643.92,Deleniti,Roupas,Laranja,Esse beatae excepturi a quisquam ullam molestiae consequuntur.,XL,49.95,39.39,303,26,624251.65,2015-04
12551,4,85,153,295,56,927.18,2019-02-04 14:41:01,Online,Gil Silva,46,F,Oliveira do Hospital,Online,509.21,Ab,Calçado,Preto,Voluptate magni neque recusandae quaerat repellat praesentium.,38,88.26,27.34,206,22,485417.92,2019-02
12552,4,560,422,479,54,661.94,2016-10-25 11:56:44,Online,Flor Borges,32,M,Velas,Online,956.98,Doloribus,Calçado,Branco,Beatae placeat placeat pariatur dolorum sit unde illum.,35,57.34,19.17,175,25,666398.57,2016-10
12553,1,159,975,316,47,297.5,2017-03-28 05:47:09,Online,Gabriel Cunha,18,M,Tavira,Online,197.25,Consectetur,Calçado,Roxo,Harum at amet omnis officiis minima eius.,39,36.17,28.25,477,21,564963.94,2017-03
12554,5,925,357,273,80,968.96,2015-11-12 09:09:42,Física,Margarida Gomes-Carneiro,19,M,Reguengos de Monsaraz,Física,925.7,Alias,Roupas,Preto,Voluptatem nihil blanditiis repudiandae eaque inventore recusandae.,XXL,83.32,17.85,57,22,486267.21,2015-11
12555,1,802,29,470,12,478.76,2021-03-19 01:27:26,Física,Margarida Tavares,18,F,Évora,Física,157.47,Nisi,Roupas,Azul,Quo hic sunt nostrum earum doloribus tempore.,L,49.63,30.72,224,21,469675.1,2021-03
12556,2,109,968,400,88,218.88,2017-05-18 23:03:49,Física,Pilar Almeida-Vaz,66,M,Braga,Física,424.38,Ad,Roupas,Rosa,Officiis voluptas velit voluptas maiores facilis similique.,XS,50.97,16.17,267,18,386555.67,2017-05
12557,4,365,775,80,26,257.24,2021-12-05 12:09:14,Online,Margarida Moreira,63,F,Vendas Novas,Online,929.37,Dignissimos,Calçado,Roxo,Laudantium iure amet maxime.,43,83.2,30.3,135,22,608211.06,2021-12
12558,3,384,646,430,18,496.58,2022-08-26 22:12:56,Online,Luana Morais-Marques,26,M,Horta,Online,725.6,Quam,Roupas,Rosa,Atque quibusdam excepturi provident nemo.,M,76.44,20.72,265,29,1005450.31,2022-08
12559,3,901,666,179,57,360.67,2016-02-09 09:55:59,Física,Gonçalo Vicente,68,M,Penedono,Online,143.51,Mollitia,Roupas,Laranja,Voluptas molestiae iste voluptates sit necessitatibus error.,S,88.98,43.47,299,21,555449.91,2016-02
12560,5,327,743,356,46,681.29,2017-05-27 12:42:33,Física,Cláudio Leal,37,F,Lisboa,Online,674.92,Consequuntur,Roupas,Amarelo,Quas voluptatibus saepe saepe accusantium veritatis ipsa.,XXL,29.08,32.97,189,18,454775.97,2017-05
12561,3,806,812,134,100,790.7,2015-03-31 10:07:00,Online,Alexandre Domingues,29,M,Silves,Física,421.62,Vero,Roupas,Cinzento,Doloribus et quam assumenda.,XS,90.86,45.08,479,21,672079.5,2015-03
12562,2,559,487,38,22,798.28,2019-02-27 06:00:26,Online,Alícia-Alice Silva,50,M,Nazaré,Física,783.59,Veritatis,Roupas,Verde,Consectetur laborum quis ducimus a ipsa aliquam inventore.,S,96.58,14.93,59,15,348401.44,2019-02
12563,3,232,783,498,29,177.02,2020-05-01 05:34:44,Online,Kelly do Amaral,35,M,Marco de Canaveses,Física,290.39,Aliquid,Roupas,Vermelho,Ab laudantium voluptates non ratione.,XS,41.4,43.85,333,20,389922.33,2020-05
12564,4,572,597,4,3,339.36,2017-10-26 06:36:37,Online,Isaac do Sousa,42,M,Vieira do Minho,Online,508.51,Commodi,Calçado,Vermelho,Repudiandae asperiores debitis.,40,63.24,35.34,113,24,474613.69,2017-10
12565,1,4,215,408,24,715.65,2024-05-05 16:04:23,Física,Vítor Soares,26,M,Lajes do Pico,Online,367.28,Iure,Calçado,Verde,Consequatur voluptatum ipsam expedita debitis praesentium.,44,31.65,40.29,15,30,660065.14,2024-05
12566,4,597,790,362,24,430.38,2019-07-14 02:36:50,Física,Lucas da Pires,62,M,Proença-a-Nova,Física,300.62,Consequuntur,Calçado,Roxo,Nobis repudiandae nulla ipsa minima itaque.,45,53.12,17.3,147,22,489960.51,2019-07
12567,4,265,729,405,11,524.45,2019-03-17 12:54:49,Online,Clara-Nair Cardoso,35,F,Rio Maior,Online,781.77,Sit,Calçado,Roxo,Labore labore a perspiciatis perspiciatis aut ipsa asperiores.,39,96.61,47.12,343,16,511151.86,2019-03
12568,1,204,180,206,17,768.02,2017-05-10 03:05:38,Online,Tatiana-Luísa Miranda,25,M,Aljustrel,Online,167.14,Eveniet,Calçado,Cinzento,Fugit impedit maiores ducimus dolorum natus laudantium.,39,88.09,31.64,392,19,286480.74,2017-05
12569,1,391,364,324,87,77.08,2017-02-20 02:34:29,Física,Madalena Neto,60,M,Cuba,Online,627.08,Tempora,Roupas,Vermelho,Natus temporibus mollitia assumenda perspiciatis sapiente quasi laudantium.,M,91.94,33.19,103,21,501165.33,2017-02
12570,5,591,1,280,63,10.1,2016-08-27 16:31:10,Física,Álvaro Andrade,18,F,Alcobaça,Online,739.81,Officiis,Calçado,Rosa,Impedit ipsum numquam in quia molestias vitae.,43,78.83,29.36,155,20,550459.1,2016-08
12571,1,443,362,102,81,297.41,2024-12-26 08:33:59,Física,Sérgio de Morais,34,M,Machico,Online,904.93,Quia,Calçado,Verde,Beatae labore consequatur nemo ratione.,40,98.48,10.51,6,25,503683.87,2024-12
12572,2,371,797,391,7,552.11,2019-10-03 05:47:54,Física,Rúben Martins,62,F,Beja,Física,691.39,Non,Calçado,Roxo,Ipsam dignissimos officia nulla.,43,21.0,35.27,46,23,760999.98,2019-10
12573,5,807,234,389,43,385.02,2021-05-19 22:06:03,Online,Lara-Eva Matos,32,F,Murtosa,Física,456.06,Vero,Roupas,Branco,Voluptatem modi velit est.,M,44.8,18.61,297,16,567510.54,2021-05
12574,5,2,977,89,29,147.41,2018-12-01 00:52:35,Online,Violeta Ferreira,31,F,Loures,Online,147.8,Id,Calçado,Azul,Id ratione expedita labore explicabo asperiores voluptatem.,44,33.82,39.87,342,20,502383.96,2018-12
12575,2,457,632,119,73,291.95,2022-02-10 06:19:31,Online,Kelly-Leonor Neves,47,F,Funchal,Física,977.45,Porro,Roupas,Azul,Iusto aperiam molestiae officiis explicabo consequuntur nesciunt nam.,XL,98.75,45.2,619,26,921575.6,2022-02
12576,5,843,234,436,83,917.27,2023-12-15 19:07:46,Física,Lara-Eva Matos,32,F,Murtosa,Física,456.06,Dolorem,Calçado,Laranja,Quia suscipit velit corrupti.,41,69.17,21.58,297,16,567510.54,2023-12
12577,1,283,137,244,83,102.11,2019-11-20 15:34:17,Física,Kevin Neves,23,F,Castelo de Paiva,Online,428.51,Reiciendis,Roupas,Laranja,Exercitationem magnam distinctio repellendus assumenda.,XL,46.91,17.27,141,28,842443.5599999999,2019-11
12578,5,318,714,183,90,540.25,2015-02-04 13:39:05,Online,Vítor Campos,49,M,Moura,Online,741.43,Aspernatur,Calçado,Roxo,Iste ullam earum aut fugit.,40,78.86,17.0,287,13,274155.55,2015-02
